DateTime,Depth,OXY_oxy
2013-05-16,7,225.4528125
2013-05-21,7,280.00375
2013-05-23,7,287.194375
2013-05-30,7,329.669375
2013-06-04,7,352.4346875
2013-06-06,7,363.873125
2013-06-13,7,384.6440625
2013-06-20,7,363.515
2013-06-25,7,342.8478125
2013-06-27,7,329.0928125
2013-07-03,7,318.906875
2013-07-11,7,250.03625
2013-07-15,7,181.6996875
2013-07-18,7,174.7775
2013-07-22,7,154.4596875
2013-07-25,7,193.631875
2013-07-29,7,164.188125
2013-08-01,7,184.9175
2013-08-08,7,168.690625
2013-08-12,7,223.5534375
2013-08-28,7,230.9759375
2013-09-18,7,318.0571875
2013-09-25,7,341.1003125
2013-10-16,7,241.7978125
2013-10-23,7,301.1184375
2013-10-30,7,280.6453125
2013-11-06,7,259.8975
2013-11-20,7,299.5434375
2013-12-04,7,346.9265625
2014-05-05,7,188.601875
2014-05-06,7,187.130625
2014-05-07,7,215.23
2014-05-08,7,233.0640625
2014-05-09,7,244.7484375
2014-05-10,7,256.74
2014-05-12,7,239.6721875
2014-05-14,7,231.365
2014-05-15,7,242.9065625
2014-05-19,7,260.5940625
2014-05-22,7,272.26625
2014-05-26,7,280.4109375
2014-05-28,7,288.6653125
2014-06-02,7,297.996875
2014-06-03,7,299.9740625
2014-06-04,7,279.30625
2014-06-05,7,279.1403125
2014-06-06,7,268.44875
2014-06-09,7,230.3434375
2014-06-12,7,241.9259375
2014-06-16,7,238.5584375
2014-06-19,7,213.024375
2014-06-23,7,178.8184375
2014-06-25,7,171.1425
2014-06-29,7,126.2971875
2014-06-30,7,134.3296875
2014-07-01,7,141.359375
2014-07-02,7,146.6015625
2014-07-07,7,163.799375
2014-07-09,7,168.769375
2014-07-14,7,185.9271875
2014-07-16,7,193.7975
2014-07-21,7,202.3753125
2014-07-23,7,202.168125
2014-07-28,7,208.6321875
2014-07-30,7,207.3721875
2014-08-02,7,171.589375
2014-08-04,7,179.933125
2014-08-06,7,161.1084375
2014-08-09,7,77.6128125
2014-08-10,7,88.4671875
2014-08-11,7,76.85625
2014-08-13,7,14.4646875
2014-08-18,7,6.2709375
2014-08-19,7,13.6221875
2014-08-21,7,55.3696875
2014-08-25,7,90.08625
2014-09-03,7,132.8446875
2014-09-08,7,149.569375
2014-09-15,7,175.7090625
2014-09-22,7,204.3796875
2014-09-29,7,229.9353125
2014-10-04,7,245.064375
2014-10-15,7,279.7925
2014-10-23,7,274.260625
2014-11-10,7,313.3403125
2014-12-10,7,332.024375
2015-03-16,7,343.2821875
2015-03-31,7,288.403125
2015-04-07,7,273.0115625
2015-04-13,7,250.260625
2015-04-16,7,234.4834375
2015-04-19,7,228.26125
2015-04-21,7,227.4878125
2015-04-25,7,198.885
2015-04-28,7,193.90625
2015-05-01,7,183.2540625
2015-05-05,7,153.8015625
2015-05-07,7,180.5721875
2015-05-11,7,202.5246875
2015-05-14,7,196.035
2015-05-18,7,215.9253125
2015-05-21,7,223.8390625
2015-05-25,7,231.1259375
2015-05-28,7,231.9221875
2015-06-08,7,139.4884375
2015-06-11,7,172.5253125
2015-06-15,7,170.136875
2015-06-22,7,158.8184375
2015-06-23,7,158.49625
2015-06-29,7,233.0603125
2015-07-02,7,250.0484375
2015-07-06,7,279.381875
2015-07-09,7,294.77
2015-07-13,7,311.4690625
2015-07-16,7,327.3640625
2015-07-20,7,330.31875
2015-07-23,7,323.240625
2015-07-27,7,291.645625
2015-07-30,7,265.779375
2015-08-03,7,250.776875
2015-08-08,7,230.459375
2015-08-31,7,295.0565625
2015-09-07,7,303.88875
2015-09-14,7,311.4353125
2015-09-21,7,310.2096875
2015-09-28,7,296.0053125
2015-10-05,7,193.8053125
2015-10-19,7,229.9875
2015-10-23,7,241.6878125
2015-12-07,7,314.6021875
2016-05-12,7,392.3453125
2016-05-16,7,400.205625
2016-05-19,7,409.405
2016-05-23,7,422.3953125
2016-05-26,7,434.9925
2016-05-29,7,448.8140625
2016-05-30,7,454.29375
2016-05-31,7,453.645
2016-06-01,7,467.5315625
2016-06-02,7,467.6534375
2016-06-03,7,466.231875
2016-06-06,7,473.0253125
2016-06-07,7,469.5871875
2016-06-08,7,475.3434375
2016-06-09,7,471.3734375
2016-06-13,7,448.2896875
2016-06-20,7,427.3253125
2016-06-23,7,415.0559375
2016-06-26,7,400.1484375
2016-06-27,7,239.6575
2016-06-28,7,212.5815625
2016-06-30,7,388.8965625
2016-07-05,7,370.88125
2016-07-07,7,376.21125
2016-07-11,7,345.21
2016-07-14,7,324.395
2016-07-18,7,298.7646875
2016-07-21,7,281.4928125
2016-07-24,7,279.8315625
2016-07-25,7,264.5140625
2016-07-26,7,270.055625
2016-07-28,7,289.8434375
2016-08-01,7,349.5028125
2016-08-08,7,415.8965625
2016-08-11,7,450.8109375
2016-08-15,7,465.1759375
2016-08-18,7,486.9559375
2016-08-23,7,490.423125
2016-08-26,7,501.5609375
2016-09-02,7,472.71875
2016-09-06,7,464.5803125
2016-09-09,7,462.6559375
2016-09-16,7,395.2075
2016-09-17,7,390.396875
2016-09-27,7,246.0646875
2016-09-30,7,237.538125
2016-10-05,7,2.7796875
2016-10-06,7,31.5971875
2016-10-07,7,118.126875
2016-10-11,7,234.3878125
2016-10-14,7,241.981875
2016-11-04,7,200.288125
2016-11-11,7,261.188125
2016-12-02,7,302.0890625
2017-03-12,7,252.80125
2017-03-26,7,296.206875
2017-04-09,7,265.4015625
2017-04-16,7,220.150625
2017-04-23,7,289.1490625
2017-04-30,7,296.765625
2017-05-04,7,302.025625
2017-05-07,7,298.9759375
2017-05-09,7,297.284375
2017-05-14,7,292.6878125
2018-04-20,7,236.41875
2018-04-23,7,240.2375
2018-04-30,7,280.334375
2018-05-04,7,288.1
2018-05-07,7,282.371875
2018-05-11,7,277.728125
2018-05-14,7,283.165625
2018-05-17,7,282.875
2018-05-21,7,279.140625
2018-05-28,7,242.971875
2018-06-04,7,240.65
2018-06-07,7,245.5125
2018-06-11,7,246.78125
2018-06-14,7,246.9125
2018-06-18,7,250.93125
2018-06-25,7,248.625
2018-07-02,7,240.178125
2018-07-05,7,239.5625
2018-07-09,7,234.071875
2018-07-16,7,229.834375
2018-07-19,7,228.390625
2018-07-26,7,127.73125
2018-07-30,7,93.203125
2018-08-02,7,68.225
2018-08-06,7,43.1
2018-08-09,7,2.184375
2018-08-10,7,31.56875
2018-08-13,7,58.13125
2018-08-14,7,45.70625
2018-08-16,7,31.66875
2018-08-20,7,3.25625
2018-08-24,7,2.428125
2018-08-27,7,2.071875
2018-09-03,7,2.496875
2018-09-10,7,2.284375
2018-09-17,7,2.409375
2018-09-21,7,2.546875
2018-09-24,7,3.165625
2018-10-01,7,3.428125
2018-10-05,7,3.740625
2018-10-08,7,3.95
2018-10-15,7,3.765625
2018-10-19,7,188.5125
2018-10-22,7,203.60625
2018-10-29,7,230.49375
2018-11-02,7,224.90625
2018-11-07,7,194.009375
2018-11-13,7,260.609375
2018-11-19,7,296.721875
2018-12-06,7,346.159375
2018-12-17,7,351.278125
2019-02-08,7,327.0375
2019-06-03,7,68.534375
2019-06-06,7,147.0375
2019-06-10,7,185.490625
2019-06-13,7,208.8
2019-06-17,7,227.475
2019-06-20,7,214.003125
2019-06-24,7,190.934375
2019-06-27,7,178.203125
2019-07-01,7,152.78125
2019-07-03,7,143.821875
2019-07-08,7,98.353125
2019-07-15,7,160.38125
2019-07-18,7,172.865625
2019-07-22,7,126.09375
2019-07-29,7,82.36875
2019-08-01,7,77.2875
2019-08-05,7,20.565625
2019-08-08,7,61.3875
2019-08-12,7,76.434375
2019-08-15,7,77.534375
2019-08-19,7,81.95625
2019-08-22,7,44.178125
2019-08-28,7,1.925
2019-09-02,7,2.546875
2019-09-11,7,18.078125
2019-09-20,7,35.8625
2019-09-27,7,45.85625
2019-10-02,7,51.784375
2019-10-04,7,53.853125
2019-10-11,7,60.634375
2019-10-22,7,98.325
2019-10-23,7,101.675
2019-10-25,7,133.984375
2019-10-28,7,142.26875
2019-10-30,7,144.109375
2019-11-04,7,185.940625
2019-11-08,7,204.875
2019-11-20,7,257.240625
2019-12-06,7,245.96875
2013-05-16,8,219.544375
2013-05-21,8,281.7121875
2013-05-23,8,287.1496875
2013-05-30,8,329.71375
2013-06-04,8,347.7359375
2013-06-06,8,363.4875
2013-06-13,8,379.85375
2013-06-20,8,358.0253125
2013-06-25,8,311.5971875
2013-06-27,8,282.04625
2013-07-03,8,263.1671875
2013-07-11,8,227.4665625
2013-07-15,8,176.6028125
2013-07-18,8,173.940625
2013-07-22,8,149.110625
2013-07-25,8,154.3503125
2013-07-29,8,142.5715625
2013-08-01,8,143.3621875
2013-08-08,8,155.120625
2013-08-12,8,224.219375
2013-08-28,8,231.2534375
2013-09-18,8,318.93125
2013-09-25,8,341.6084375
2013-10-16,8,240.98375
2013-10-23,8,302.484375
2013-10-30,8,280.211875
2013-11-06,8,259.2490625
2013-11-20,8,301.234375
2013-12-04,8,345.1209375
2014-05-05,8,168.529375
2014-05-06,8,156.8503125
2014-05-07,8,214.384375
2014-05-08,8,232.1346875
2014-05-09,8,244.765625
2014-05-10,8,256.3909375
2014-05-12,8,240.1721875
2014-05-14,8,231.189375
2014-05-15,8,241.97875
2014-05-19,8,260.6528125
2014-05-22,8,271.9078125
2014-05-26,8,283.95875
2014-05-28,8,287.74125
2014-06-02,8,297.866875
2014-06-03,8,297.32625
2014-06-04,8,278.3378125
2014-06-05,8,264.7321875
2014-06-06,8,246.6221875
2014-06-09,8,204.705
2014-06-12,8,207.0540625
2014-06-16,8,183.6921875
2014-06-19,8,130.4240625
2014-06-23,8,118.2253125
2014-06-25,8,82.3925
2014-06-29,8,84.323125
2014-06-30,8,132.7540625
2014-07-01,8,141.2775
2014-07-02,8,145.17625
2014-07-07,8,163.538125
2014-07-09,8,168.513125
2014-07-14,8,185.876875
2014-07-16,8,193.2215625
2014-07-21,8,201.805
2014-07-23,8,202.8384375
2014-07-28,8,208.618125
2014-07-30,8,207.764375
2014-08-02,8,167.8790625
2014-08-04,8,90.774375
2014-08-06,8,66.9375
2014-08-09,8,15.931875
2014-08-10,8,5.6521875
2014-08-11,8,5.735625
2014-08-13,8,6.0578125
2014-08-18,8,4.26875
2014-08-19,8,12.461875
2014-08-21,8,55.47625
2014-08-25,8,91.2190625
2014-09-03,8,133.4859375
2014-09-08,8,150.234375
2014-09-15,8,176.5359375
2014-09-22,8,205.5878125
2014-09-29,8,230.68375
2014-10-04,8,247.2271875
2014-10-15,8,281.5934375
2014-10-23,8,274.8309375
2014-11-10,8,313.19125
2014-12-10,8,332.560625
2015-03-16,8,317.145
2015-03-31,8,271.6709375
2015-04-07,8,265.865
2015-04-13,8,241.98875
2015-04-16,8,219.4715625
2015-04-19,8,198.298125
2015-04-21,8,204.89375
2015-04-25,8,197.8415625
2015-04-28,8,170.57625
2015-05-01,8,161.0875
2015-05-05,8,149.2875
2015-05-07,8,179.805625
2015-05-11,8,203.37
2015-05-14,8,194.960625
2015-05-18,8,215.52375
2015-05-21,8,223.831875
2015-05-25,8,230.815
2015-05-28,8,231.520625
2015-06-08,8,137.50375
2015-06-11,8,172.5675
2015-06-15,8,170.125
2015-06-22,8,159.0978125
2015-06-23,8,160.313125
2015-06-29,8,233.4184375
2015-07-02,8,255.8034375
2015-07-06,8,280.735625
2015-07-09,8,296.3696875
2015-07-13,8,311.74625
2015-07-16,8,328.0325
2015-07-20,8,331.784375
2015-07-23,8,324.535625
2015-07-27,8,291.458125
2015-07-30,8,264.3075
2015-08-03,8,251.114375
2015-08-08,8,230.5796875
2015-08-31,8,295.4075
2015-09-07,8,305.9290625
2015-09-14,8,314.9984375
2015-09-21,8,312.6584375
2015-09-28,8,302.3778125
2015-10-05,8,189.1334375
2015-10-19,8,228.146875
2015-10-23,8,241.09375
2015-12-07,8,313.7940625
2016-05-12,8,394.281875
2016-05-16,8,402.5734375
2016-05-19,8,409.89875
2016-05-23,8,422.1165625
2016-05-26,8,435.44125
2016-05-29,8,452.221875
2016-05-30,8,453.0778125
2016-05-31,8,454.39
2016-06-01,8,468.9684375
2016-06-02,8,471.1509375
2016-06-03,8,469.66125
2016-06-06,8,473.0575
2016-06-07,8,475.129375
2016-06-08,8,478.306875
2016-06-09,8,474.58
2016-06-13,8,449.6125
2016-06-20,8,428.8721875
2016-06-23,8,414.4434375
2016-06-26,8,404.590625
2016-06-27,8,386.7628125
2016-06-28,8,376.1203125
2016-06-30,8,393.7240625
2016-07-05,8,374.998125
2016-07-07,8,377.4921875
2016-07-11,8,347.1103125
2016-07-14,8,325.6875
2016-07-18,8,299.159375
2016-07-21,8,284.2703125
2016-07-24,8,278.755625
2016-07-25,8,269.705
2016-07-26,8,273.365625
2016-07-28,8,292.278125
2016-08-01,8,354.4409375
2016-08-08,8,422.98625
2016-08-11,8,453.329375
2016-08-15,8,472.0784375
2016-08-18,8,491.323125
2016-08-23,8,499.0903125
2016-08-26,8,520.0746875
2016-09-02,8,475.9075
2016-09-06,8,467.1846875
2016-09-09,8,465.4184375
2016-09-16,8,398.2328125
2016-09-17,8,393.009375
2016-09-27,8,249.1125
2016-09-30,8,237.47875
2016-10-05,8,88.5396875
2016-10-06,8,48.4584375
2016-10-07,8,117.1053125
2016-10-11,8,235.446875
2016-10-14,8,242.6390625
2016-11-04,8,181.6834375
2016-11-11,8,263.3496875
2016-12-02,8,299.21
2017-03-12,8,285.1784375
2017-03-26,8,303.24375
2017-04-09,8,286.645
2017-04-16,8,223.4940625
2017-04-23,8,289.19375
2017-04-30,8,297.4425
2017-05-04,8,302.07375
2017-05-07,8,298.054375
2017-05-09,8,296.7171875
2017-05-14,8,292.7796875
2018-04-20,8,226.775
2018-04-23,8,234.940625
2018-04-30,8,279.81875
2018-05-04,8,288.790625
2018-05-07,8,282.703125
2018-05-11,8,277.73125
2018-05-14,8,284.121875
2018-05-17,8,282.96875
2018-05-21,8,278.853125
2018-05-28,8,236.359375
2018-06-04,8,241.6
2018-06-07,8,245.396875
2018-06-11,8,247.65
2018-06-14,8,248.29375
2018-06-18,8,249.553125
2018-06-25,8,247.228125
2018-07-02,8,240.734375
2018-07-05,8,238.7
2018-07-09,8,233.153125
2018-07-16,8,231.115625
2018-07-19,8,228.640625
2018-07-26,8,127.709375
2018-07-30,8,92.584375
2018-08-02,8,43.4375
2018-08-06,8,17.70625
2018-08-09,8,1.78125
2018-08-10,8,29.321875
2018-08-13,8,58.115625
2018-08-14,8,35.375
2018-08-16,8,2.596875
2018-08-20,8,2.78125
2018-08-24,8,2.228125
2018-08-27,8,1.746875
2018-09-03,8,2.309375
2018-09-10,8,2.20625
2018-09-17,8,2.203125
2018-09-21,8,2.478125
2018-09-24,8,2.890625
2018-10-01,8,3.009375
2018-10-05,8,2.853125
2018-10-08,8,3.6625
2018-10-15,8,3.4375
2018-10-19,8,6.09375
2018-10-22,8,1.521875
2018-10-29,8,230.41875
2018-11-02,8,221.49375
2018-11-07,8,173.553125
2018-11-13,8,261.909375
2018-11-19,8,295.2375
2018-12-06,8,344.53125
2018-12-17,8,351.94375
2019-02-08,8,326.09375
2019-06-03,8,2.375
2019-06-06,8,147.29375
2019-06-10,8,185.55
2019-06-13,8,209.321875
2019-06-17,8,228.690625
2019-06-20,8,182.509375
2019-06-24,8,169.109375
2019-06-27,8,145.7875
2019-07-01,8,32.78125
2019-07-03,8,112.190625
2019-07-08,8,0.378125
2019-07-15,8,162.003125
2019-07-18,8,172.7375
2019-07-22,8,117.49375
2019-07-29,8,0.625
2019-08-01,8,2.0375
2019-08-05,8,3.228125
2019-08-08,8,61.58125
2019-08-12,8,76.575
2019-08-15,8,77.60625
2019-08-19,8,79.096875
2019-08-22,8,2.5375
2019-08-28,8,1.709375
2019-09-02,8,2.34375
2019-09-11,8,18.58125
2019-09-20,8,36.41875
2019-09-27,8,43.88125
2019-10-02,8,50.496875
2019-10-04,8,53.71875
2019-10-11,8,60.5625
2019-10-22,8,97.340625
2019-10-23,8,101.03125
2019-10-25,8,134.325
2019-10-28,8,142.384375
2019-10-30,8,143.890625
2019-11-04,8,185.765625
2019-11-08,8,204.915625
2019-11-20,8,257.50625
2019-12-06,8,245.928125
2013-05-16,9,215.4846875
2013-05-21,9,276.233125
2013-05-23,9,289.038125
2013-05-30,9,318.97375
2013-06-04,9,345.534375
2013-06-06,9,361.53125
2013-06-13,9,376.6003125
2013-06-20,9,343.4028125
2013-06-25,9,257.620625
2013-06-27,9,188.786875
2013-07-03,9,169.3440625
2013-07-11,9,218.2971875
2013-07-15,9,168.416875
2013-07-18,9,177.895625
2013-07-22,9,163.610625
2013-07-25,9,150.395
2013-07-29,9,130.970625
2013-08-01,9,133.5725
2013-08-08,9,132.821875
2013-08-12,9,215.2484375
2013-08-28,9,231.626875
2013-09-18,9,319.003125
2013-09-25,9,344.1421875
2013-10-16,9,238.880625
2013-10-23,9,300.0825
2013-10-30,9,277.42875
2013-11-06,9,256.990625
2013-11-20,9,302.06625
2013-12-04,9,345.016875
2014-05-05,9,164.6596875
2014-05-06,9,154.5609375
2014-05-07,9,214.9340625
2014-05-08,9,231.6975
2014-05-09,9,244.9234375
2014-05-10,9,255.43625
2014-05-12,9,238.63375
2014-05-14,9,230.3496875
2014-05-15,9,241.40375
2014-05-19,9,260.0896875
2014-05-22,9,272.8953125
2014-05-26,9,283.4453125
2014-05-28,9,285.690625
2014-06-02,9,296.7628125
2014-06-03,9,288.10875
2014-06-04,9,241.31125
2014-06-05,9,221.8540625
2014-06-06,9,197.005625
2014-06-09,9,118.205
2014-06-12,9,125.0434375
2014-06-16,9,43.0209375
2014-06-19,9,53.193125
2014-06-23,9,29.610625
2014-06-25,9,7.3203125
2014-06-29,9,82.0053125
2014-06-30,9,132.60375
2014-07-01,9,140.7828125
2014-07-02,9,145.8953125
2014-07-07,9,164.020625
2014-07-09,9,170.405
2014-07-14,9,185.6003125
2014-07-16,9,193.2971875
2014-07-21,9,201.5328125
2014-07-23,9,202.589375
2014-07-28,9,208.435625
2014-07-30,9,207.0928125
2014-08-02,9,131.7959375
2014-08-04,9,7.6471875
2014-08-06,9,10.0134375
2014-08-09,9,5.2453125
2014-08-10,9,3.626875
2014-08-11,9,4.7840625
2014-08-13,9,4.8246875
2014-08-18,9,3.7121875
2014-08-19,9,12.824375
2014-08-21,9,54.9315625
2014-08-25,9,90.8734375
2014-09-03,9,134.6475
2014-09-08,9,150.03875
2014-09-15,9,176.1740625
2014-09-22,9,205.89625
2014-09-29,9,230.6615625
2014-10-04,9,248.9178125
2014-10-15,9,281.7715625
2014-10-23,9,274.278125
2014-11-10,9,311.071875
2014-12-10,9,332.285625
2015-03-16,9,217.5615625
2015-03-31,9,250.3325
2015-04-07,9,244.159375
2015-04-13,9,229.8978125
2015-04-16,9,217.781875
2015-04-19,9,193.6184375
2015-04-21,9,191.430625
2015-04-25,9,192.806875
2015-04-28,9,157.6196875
2015-05-01,9,158.8521875
2015-05-05,9,149.5571875
2015-05-07,9,179.52875
2015-05-11,9,202.9109375
2015-05-14,9,194.939375
2015-05-18,9,215.0184375
2015-05-21,9,223.24
2015-05-25,9,230.6609375
2015-05-28,9,230.575625
2015-06-08,9,24.4975
2015-06-11,9,170.823125
2015-06-15,9,169.9884375
2015-06-22,9,158.6353125
2015-06-23,9,155.135625
2015-06-29,9,232.1559375
2015-07-02,9,255.5096875
2015-07-06,9,280.4759375
2015-07-09,9,295.5828125
2015-07-13,9,312.6484375
2015-07-16,9,323.559375
2015-07-20,9,325.058125
2015-07-23,9,323.175625
2015-07-27,9,290.240625
2015-07-30,9,268.1703125
2015-08-03,9,249.4640625
2015-08-08,9,230.13625
2015-08-31,9,294.88375
2015-09-07,9,304.86625
2015-09-14,9,313.37875
2015-09-21,9,312.7446875
2015-09-28,9,302.260625
2015-10-05,9,186.1553125
2015-10-19,9,228.21
2015-10-23,9,240.424375
2015-12-07,9,313.3884375
2016-05-12,9,394.449375
2016-05-16,9,402.2590625
2016-05-19,9,409.89875
2016-05-23,9,421.8896875
2016-05-26,9,434.2528125
2016-05-29,9,452.401875
2016-05-30,9,453.27875
2016-05-31,9,455.783125
2016-06-01,9,468.57625
2016-06-02,9,471.4759375
2016-06-03,9,470.5353125
2016-06-06,9,473.0125
2016-06-07,9,477.0275
2016-06-08,9,479.0109375
2016-06-09,9,476.32
2016-06-13,9,448.925625
2016-06-20,9,429.15375
2016-06-23,9,415.1615625
2016-06-26,9,401.3603125
2016-06-27,9,389.5721875
2016-06-28,9,389.3440625
2016-06-30,9,393.921875
2016-07-05,9,377.8146875
2016-07-07,9,375.9384375
2016-07-11,9,346.1259375
2016-07-14,9,325.790625
2016-07-18,9,214.0134375
2016-07-21,9,285.0125
2016-07-24,9,277.56
2016-07-25,9,270.1178125
2016-07-26,9,274.64125
2016-07-28,9,293.02625
2016-08-01,9,351.024375
2016-08-08,9,423.3
2016-08-11,9,453.543125
2016-08-15,9,474.5928125
2016-08-18,9,487.373125
2016-08-23,9,499.350625
2016-08-26,9,512.8953125
2016-09-02,9,476.34875
2016-09-06,9,463.9846875
2016-09-09,9,464.915
2016-09-16,9,398.3809375
2016-09-17,9,394.9215625
2016-09-27,9,248.3665625
2016-09-30,9,237.0825
2016-10-05,9,156.6178125
2016-10-06,9,64.5625
2016-10-07,9,112.1909375
2016-10-11,9,232.1415625
2016-10-14,9,243.075
2016-11-04,9,156.71
2016-11-11,9,264.53625
2016-12-02,9,298.769375
2017-03-12,9,247.7759375
2017-03-26,9,297.1946875
2017-04-09,9,255.3840625
2017-04-16,9,212.45625
2017-04-23,9,289.3203125
2017-04-30,9,295.505625
2017-05-04,9,302.578125
2017-05-07,9,298.385625
2017-05-09,9,296.2228125
2017-05-14,9,292.3909375
2018-04-20,9,221.7375
2018-04-23,9,229.646875
2018-04-30,9,278.865625
2018-05-04,9,288.121875
2018-05-07,9,282.109375
2018-05-11,9,277.59375
2018-05-14,9,282.7375
2018-05-17,9,279.759375
2018-05-21,9,278.7125
2018-05-28,9,194.303125
2018-06-04,9,241.171875
2018-06-07,9,245.653125
2018-06-11,9,246.271875
2018-06-14,9,248.015625
2018-06-18,9,249.015625
2018-06-25,9,246.765625
2018-07-02,9,239.3375
2018-07-05,9,238.51875
2018-07-09,9,233.075
2018-07-16,9,231.303125
2018-07-19,9,228.61875
2018-07-26,9,127.740625
2018-07-30,9,93.23125
2018-08-02,9,3.15625
2018-08-06,9,3.03125
2018-08-09,9,1.765625
2018-08-10,9,28.140625
2018-08-13,9,56.396875
2018-08-14,9,2.66875
2018-08-16,9,2.53125
2018-08-20,9,2.565625
2018-08-24,9,2.246875
2018-08-27,9,1.81875
2018-09-03,9,2.2375
2018-09-10,9,2.134375
2018-09-17,9,2.184375
2018-09-21,9,2.315625
2018-09-24,9,2.959375
2018-10-01,9,3.215625
2018-10-05,9,3.134375
2018-10-08,9,3.3
2018-10-15,9,3.234375
2018-10-19,9,4.253125
2018-10-22,9,5.921875
2018-10-29,9,229.696875
2018-11-02,9,213.04375
2018-11-07,9,167.74375
2018-11-13,9,260.45625
2018-11-19,9,295.15625
2018-12-06,9,343.8125
2018-12-17,9,350.9375
2019-02-08,9,322.8
2019-06-03,9,4.90625
2019-06-06,9,146.58125
2019-06-10,9,182.03125
2019-06-13,9,209.25
2019-06-17,9,226.10625
2019-06-20,9,124.028125
2019-06-24,9,47.34375
2019-06-27,9,0.3125
2019-07-01,9,24.61875
2019-07-03,9,4.771875
2019-07-08,9,23.303125
2019-07-15,9,161.95625
2019-07-18,9,172.2125
2019-07-22,9,0.3125
2019-07-29,9,3.61875
2019-08-01,9,3.115625
2019-08-05,9,2.8375
2019-08-08,9,61.33125
2019-08-12,9,76.55625
2019-08-15,9,76.15625
2019-08-19,9,77.028125
2019-08-22,9,3.09375
2019-08-28,9,1.5625
2019-09-02,9,2.234375
2019-09-11,9,17.971875
2019-09-20,9,35.41875
2019-09-27,9,43.096875
2019-10-02,9,49.828125
2019-10-04,9,52.3125
2019-10-11,9,60.46875
2019-10-22,9,96.05
2019-10-23,9,99.2875
2019-10-25,9,134.415625
2019-10-28,9,138.946875
2019-10-30,9,144.496875
2019-11-04,9,186.2125
2019-11-08,9,205.621875
2019-11-20,9,257.559375
2019-12-06,9,247.08125